,SPECIES_ID,ALPHA_CODE,SPECIES_NAME,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD,BBL_GRP,COUNT(1)
750,7080,BETH,Bendire's Thrasher,Toxostoma bendirei,2,2   2A,,,,_32,319
751,7100,CATH,California Thrasher,Toxostoma redivivum,3,3   2   2A,,,,_32,2237
752,7110,LCTH,LeConte's Thrasher,Toxostoma lecontei,2,2   2A,,,,_32,403
753,7120,CRTH,Crissal Thrasher,Toxostoma crissale,2,2   2A,,,,_32,498
754,7020,SATH,Sage Thrasher,Oreoscoptes montanus,1B   1A   1D,1B   1A   1D,Alberta   British Columbia   Saskatchewan,,,_32,2563
755,7031,BAMO,Bahama Mockingbird,Mimus gundlachii,2   1D   1A,2   1D   1A,,,,_32,110
756,7032,TRMO,Tropical Mockingbird,Mimus gilvus,1A   1D   2,1A   1D   2,,,,_32,161
757,7030,NOMO,Northern Mockingbird,Mimus polyglottos,2   1D   1A,2   1D   1A,,,,_32,75548
758,8720,MIST,Micronesian Starling,Aplonis opaca,3   2,3   2   3A   3B,,,,_32,860
759,8650,POST,Polynesian Starling,Aplonis tabuensis,M: 2   3 / F: 1A   1D   2,M: 2   3   1D / F: 1A   1D   2,,,,_32,112
760,8640,SAST,Samoan Starling,Aplonis atrifusca,M: 3B   3A   4 / F: 3   3B   3A,M: 3B   3A   4   3 / F: 3   3B   3A,,,,_32,613
762,4930,EUST,European Starling,Sturnus vulgaris,2   3   2A,2   3   2A,,,,_32,577877
763,4932,COMY,Common Myna,Acridotheres tristis,3A   3B   3,3A   3B   3   4,,,,_32,292
764,4935,JUMY,Jungle Myna,Acridotheres fuscus,3B   3,3B   3,,,,_32,39
765,4931,CRMY,Crested Myna,Acridotheres cristatellus,3   2,3   2,,,,_32,131
766,7010,AMDI,American Dipper,Cinclus mexicanus,2   1D   1A,2   1D   1A,,,,_33,5356
767,7660,EABL,Eastern Bluebird,Sialia sialis,1B   1   1A,1B   1   1A,,,,_33,674265
768,7670,WEBL,Western Bluebird,Sialia mexicana,1B,1B   1   1A,,,,_33,151827
769,7680,MOBL,Mountain Bluebird,Sialia currucoides,1B   1A,1B   1A   1,,,,_33,457863
770,7676,HYBL,Hybrid Western/Mountain Bluebird,Sialia mexicana x currucoides,1B   1A,1B   1A,,,,_33,36
771,7540,TOSO,Townsend's Solitaire,Myadestes townsendi,1B,1B   1   1A,,,,_34,3431
772,9127,RTSO,Rufous-throated Solitaire,Myadestes genibarbis,1   1B   1C,1   1B   1C,,,,_34,117
773,7541,OMAO,Omao,Myadestes obscurus,1A   1D,1A   1D   1B   2,,,,_34,2031
774,7542,PUAI,Puaiohi,Myadestes palmeri,1A,1A,Y,,,_34,468
775,7424,OBNT,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,1B,1B   1   1A,,,,_34,42
776,7560,VEER,Veery,Catharus fuscescens,1B,1B   1   1A   1P,,,,_34,138639
777,7570,GCTH,Gray-cheeked Thrush,Catharus minimus,1B,1B   1   1A   1P,,,,_34,99308
778,7571,BITH,Bicknell's Thrush,Catharus bicknelli,1B,1B   1P,New Brunswick   Nova Scotia   Québec,,,_34,3231
779,7579,GCBT,Unidentified Gray-cheeked/Bicknell's Thrush,Catharus sp.,1B,1B,,,,_34,31164
780,7580,SWTH,Swainson's Thrush,Catharus ustulatus,1B,1B   1   1A   1P,,,,_34,648567
781,7590,HETH,Hermit Thrush,Catharus guttatus,1B   1,1B   1   1A   1P,,,,_34,349563
782,7550,WOTH,Wood Thrush,Hylocichla mustelina,1A,1A   1B   1P,New Brunswick   Nova Scotia   Ontario   Québec,,,_35,171256
783,7612,FIEL,Fieldfare,Turdus pilaris,2,2,,,,_35,1
784,7621,CCTH,Clay-colored Thrush,Turdus grayi,2,2,,,,_35,3377
785,9120,WETH,White-eyed Thrush,Turdus jamaicensis,2,2,,,,_35,46
786,7622,RBRO,Rufous-backed Robin,Turdus rufopalliatus,2,2,,,,_35,79
787,7610,AMRO,American Robin,Turdus migratorius,2,2   1D,,,,_35,587169
788,9122,WCTH,White-chinned Thrush,Turdus aurantius,2,2,,,,_35,70
789,7623,RLTH,Red-legged Thrush,Turdus plumbeus,2,2   2A,,,,_35,3603
790,7630,VATH,Varied Thrush,Ixoreus naevius,2,2,,,,_35,10049
791,7631,AZTH,Aztec Thrush,Ridgwayia pinicola,2,2,,,,_35,1
792,7690,WRSH,White-rumped Shama,Copsychus malabaricus,1B   1A   1D,1B   1A   1D,,,,_35,528
793,7640,BLUE,Bluethroat,Cyanecula svecica,1   1C,1   1C,,,,_35,161
794,7641,SIRU,Siberian Rubythroat,Calliope calliope,1B   1,1B   1,,,,_35,1
795,7642,RFBL,Red-flanked Bluetail,Tarsiger cyanurus,0,0,,,,_35,3
796,7650,NOWH,Northern Wheatear,Oenanthe oenanthe,1B,1B,,,,_35,527
797,6510,OLWA,Olive Warbler,Peucedramus taeniatus,0   0A,0   0A,,,,_35,95
798,8041,NRBI,Northern Red Bishop,Euplectes franciscanus,0A,0A   0,,,,_35,322
799,8042,YCBI,Yellow-crowned Bishop,Euplectes afer,0A,0A,,,,_35,2
800,8131,PTWH,Pin-tailed Whydah,Vidua macroura,1   0   1B,1   0   1B   1C,,,,_35,21
801,8101,BRMA,Bronze Mannikin,Spermestes cucullata,0A,0A,,,,_35,50
802,8100,AFSI,African Silverbill,Euodice cantans,0   0A   1C,0   0A   1C   1,,,,_35,85
803,8130,JAVS,Java Sparrow,Padda oryzivora,1B   1A,1B   1A,,,,_35,69
804,8110,SBMU,Scaly-breasted Munia,Lonchura punctulata,0   0A,0   0A   1   1C,,,,_35,1761
805,8120,TRMU,Tricolored Munia,Lonchura malacca,0   1C   1,0   1C   1,,,,_35,79
806,8090,REAV,Red Avadavat,Amandava amandava,0A   0,0A   0,,,,_35,2
807,8060,LAVW,Lavender Waxbill,Estrilda caerulescens,0,0,,,,_35,37
808,8070,ORAW,Orange-cheeked Waxbill,Estrilda melpoda,0A   0,0A   0,,,,_35,287
809,8081,COMW,Common Waxbill,Estrilda astrild,0A   0,0A   0,,,,_35,409
810,6882,HOSP,House Sparrow,Passer domesticus,1B   1,1B   1   1A,,,,_35,496589
811,6883,ETSP,Eurasian Tree Sparrow,Passer montanus,1   1B   1C,1   1B   1C,,,,_35,2414
812,6960,EYWA,Eastern Yellow Wagtail,Motacilla tschutschensis,1   1C,1   1C   0,,,,_35,1034
813,6983,OBPI,Olive-backed Pipit,Anthus hodgsoni,1   1C,1   1C,,,,_35,1
814,6990,RTPI,Red-throated Pipit,Anthus cervinus,1   1C,1   1C,,,,_35,1
815,6970,AMPI,American Pipit,Anthus rubescens,1   1C,1   1C   0   0A,,,,_35,4163
816,7000,SPPI,Sprague's Pipit,Anthus spragueii,1   1C,1   1C   0,Alberta   Manitoba   Saskatchewan,,,_35,1287
817,5141,BRAM,Brambling,Fringilla montifringilla,1B   1   1C,1B   1   1C,,,,_36,13
818,6061,ANEU,Antillean Euphonia,Euphonia musica,0   1C   1,0   1C   1,,,,_36,43
819,9153,JAEU,Jamaican Euphonia,Euphonia jamaica,0   0A,0   0A   1   1C,,,,_36,97
820,5140,EVGR,Evening Grosbeak,Coccothraustes vespertinus,1A   2   1D,1A   2   1D   1B,,,,_36,541310
821,5161,CORO,Common Rosefinch,Carpodacus erythrinus,1B   1   1C,1B   1   1C,,,,_36,2
822,8040,POUL,Poo-uli,Melamprosops phaeosoma,1B,1B,Y,,,_36,4
823,7900,AKIK,Akikiki,Oreomystis bairdi,1   1C   0,1   1C   0,Y,,,_36,104
824,7940,OAAL,Oahu Alauahio,Paroreomyza maculata,1   1C,1   1C,Y,,,_36,2
825,7920,MAAL,Maui Alauahio,Paroreomyza montana,1C   1,1C   1   0,,,,_36,1531
826,7770,PALI,Palila,Loxioides bailleui,1A   1B,1A   1B   2,Y,,,_36,2248
827,7740,LAFI,Laysan Finch,Telespiza cantans,1A   1B,1A   1B,Y,,,_36,4798
828,7750,NIFI,Nihoa Finch,Telespiza ultima,1B   1,1B   1   1A,Y,,,_36,634
829,8010,AKOH,Akohekohe,Palmeria dolei,1A,1A   1B,Y,,,_36,187
830,8020,APAP,Apapane,Himatione sanguinea,1   1C   1B,1   1C   1B   1A,,,,_36,13159
831,7980,IIWI,Iiwi,Drepanis coccinea,1B,1B   1   1A,,,,_36,11665
832,7760,OU,Ou,Psittirostra psittacea,2,2,Y,,,_36,1
833,7810,MAPA,Maui Parrotbill,Pseudonestor xanthophrys,1B   1A,1B   1A,Y,,,_36,257
834,7890,AKIP,Akiapolaau,Hemignathus wilsoni,1A   1B,1A   1B   1D,Y,,,_36,196
835,7870,OAAK,Oahu Akialoa,Akialoa ellisiana,1   0,1   0   1C,Y,,,_36,11
836,7840,ANIA,Anianiau,Magumma parva,0   1C   1,0   1C   1   0A,,,,_36,397
837,7820,HAAM,Hawaii Amakihi,Chlorodrepanis virens,1   1B,1   1B   0   1C,,,,_36,27225
838,7821,OAAM,Oahu Amakihi,Chlorodrepanis flava,1   1C   1B,1   1C   1B   0,,,,_36,258
839,7830,KAAM,Kauai Amakihi,Chlorodrepanis stejnegeri,1   1C   1B,1   1C   1B   0,,,,_36,427
840,7910,HCRE,Hawaii Creeper,Loxops mana,1   1C   0,1   1C   0   0A,Y,,,_36,708
841,7960,AKEK,Akekee,Loxops caeruleirostris,1   1C,1   1C   0,Y,,,_36,39
842,7950,AKEP,Akepa,Loxops coccineus,0   1,0   1   1C,Y,,,_36,843
843,5150,PIGR,Pine Grosbeak,Pinicola enucleator,1A   1D,1A   1D   1B   2,,,,_36,16213
844,5240,GCRF,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,1B   1A   1,1B   1A   1,,,,_36,24670
845,5250,BLRF,Black Rosy-Finch,Leucosticte atrata,1B   1A   1,1B   1A   1,,,,_36,5128
846,5260,BCRF,Brown-capped Rosy-Finch,Leucosticte australis,1B   1A   1,1B   1A   1,,,,_36,15389
847,5190,HOFI,House Finch,Haemorhous mexicanus,1B   1   1C,1B   1   1C   0,,,,_37,991904
848,5170,PUFI,Purple Finch,Haemorhous purpureus,1   1C   1B,1   1C   1B,,,,_38,797619
849,5180,CAFI,Cassin's Finch,Haemorhous cassinii,1B   1   1C,1B   1   1C   1A,,,,_38,39739
850,5332,YFCA,Yellow-fronted Canary,Crithagra mozambica,0   1,0   1   0A,,,,_38,87
851,5280,CORE,Common Redpoll,Acanthis flammea,0   0A,0   0A   1   1C,,,,_38,476048
852,5270,HORE,Hoary Redpoll,Acanthis hornemanni,0   0A,0   0A   1   1C,,,,_38,15348
853,5276,UNRE,Unidentified Common/Hoary Redpoll,Acanthis sp.,0,0,,,,_38,211
854,5210,RECR,Red Crossbill,Loxia curvirostra,1B   1A,1B   1A   1D,Newfoundland and Labrador   Québec,,,_40,19880
855,5220,WWCR,White-winged Crossbill,Loxia leucoptera,1B,1B,,,,_40,4255
856,5261,EUGO,European Goldfinch,Carduelis carduelis,0,0,,,,_40,66
857,5330,PISI,Pine Siskin,Spinus pinus,0   0A,0   0A   1   1C,,,,_40,758222
858,5300,LEGO,Lesser Goldfinch,Spinus psaltria,0A   0,0A   0   1   1C,,,,_40,39143
859,5310,LAGO,Lawrence's Goldfinch,Spinus lawrencei,0   0A   1C   1,0   0A   1C   1,,,,_40,2296
860,5290,AMGO,American Goldfinch,Spinus tristis,0   0A   1C   1,0   0A   1C   1,,,,_39,1617681
861,5331,COCA,Common Canary,Serinus canaria,1   1C,1   1C,,,,_40,27
862,5360,LALO,Lapland Longspur,Calcarius lapponicus,1   1B,1   1B   1C,,,,_40,49012
863,5380,CCLO,Chestnut-collared Longspur,Calcarius ornatus,1   1C,1   1C   1B,Alberta   Manitoba   Saskatchewan,,,_40,4811
864,5370,SMLO,Smith's Longspur,Calcarius pictus,1   1C,1   1C   1B,,,,_40,1586
865,5390,MCLO,McCown's Longspur,Rhynchophanes mccownii,1   1C,1   1C   1B,Alberta   Saskatchewan,,,_40,893
866,5340,SNBU,Snow Bunting,Plectrophenax nivalis,1A   1B,1A   1B   1,,,,_40,193136
867,5350,MKBU,McKay's Bunting,Plectrophenax hyperboreus,1B   1A,1B   1A,,,,_40,695
868,5351,RUBU,Rustic Bunting,Emberiza rustica,1   1C,1   1C   1B,,,,_40,1
869,5790,RWSP,Rufous-winged Sparrow,Peucaea carpalis,0   1C   1,0   1C   1,,,,_41,2048
870,5760,BOSP,Botteri's Sparrow,Peucaea botterii,1   1C,1   1C   1B,,,,_41,984
871,5780,CASP,Cassin's Sparrow,Peucaea cassinii,1   1C,1   1C   1B,,,,_41,1793
872,5750,BACS,Bachman's Sparrow,Peucaea aestivalis,1   1C,1   1C   1B,,,,_41,3963
873,5460,GRSP,Grasshopper Sparrow,Ammodramus savannarum,1   1C   0,1   1C   0   0A,,,,_41,28537
874,5464,FGSP,Florida Grasshopper Sparrow,Ammodramus savannarum floridanus,1   1C   0,1   1C   0   0A,Y,,,_41,1748
875,5860,OLSP,Olive Sparrow,Arremonops rufivirgatus,1B   1   1C,1B   1   1C,,,,_41,2746
876,5742,FSSP,Five-striped Sparrow,Amphispizopsis quinquestriata,1B,1B,,,,_41,167
877,5730,BTSP,Black-throated Sparrow,Amphispiza bilineata,0   1C   1,0   1C   1,,,,_41,7748
878,5520,LASP,Lark Sparrow,Chondestes grammacus,1B,1B   1   1A   1P,,,,_41,17386
879,6050,LARB,Lark Bunting,Calamospiza melanocorys,1A,1A   1B,Alberta   Manitoba   Saskatchewan,,,_41,6736
880,5600,CHSP,Chipping Sparrow,Spizella passerina,0   0A   1C   1,0   0A   1C   1,,,,_41,374313
881,5610,CCSP,Clay-colored Sparrow,Spizella pallida,0   0A   1C   1,0   0A   1C   1,,,,_41,43461
882,5650,BCSP,Black-chinned Sparrow,Spizella atrogularis,0   1C   1,0   1C   1   0A,,,,_41,358
883,5630,FISP,Field Sparrow,Spizella pusilla,0   0A   1C   1,0   0A   1C   1,,,,_41,198647
884,5620,BRSP,Brewer's Sparrow,Spizella breweri,0   1C   0A   1,0   1C   0A   1,,,,_41,34661
885,5640,WOSP,Worthen's Sparrow,Spizella wortheni,0   0A,0   0A,,,,_41,26
886,5850,FOSP,Fox Sparrow,Passerella iliaca,1A   1B,1A   1B   1D,,,,_41,166060
887,5590,ATSP,American Tree Sparrow,Spizelloides arborea,1   0   1C,1   0   1C,,,,_41,466698
888,5677,UDEJ,Unidentified Dark-eyed Junco,Junco hyemalis,0   1C   1,0   1C   1   0A,,,,_43,16816
889,5660,WWJU,White-winged Junco,Junco hyemalis aikeni,1   0   1C,1   0   1C,,,,_43,7057
890,5690,GHJU,Gray-headed Junco,Junco hyemalis caniceps,1   0   1C,1   0   1C,,,,_43,29493
891,5670,SCJU,Slate-colored Junco,Junco hyemalis hyemalis,0   1C   1,0   1C   1   0A,,,,_42,1702812
892,5671,ORJU,Oregon Junco,Junco hyemalis oreganus,0   1C   1,0   1C   1   0A,,,,_43,259544
893,5700,YEJU,Yellow-eyed Junco,Junco phaeonotus,1   1C   0,1   1C   0,,,,_43,4442
894,5581,RUFS,Rufous-collared Sparrow,Zonotrichia capensis,1   1B,1   1B,,,,_43,9
895,5540,WCSP,White-crowned Sparrow,Zonotrichia leucophrys,1B,1B   1   1A   1P,,,,_43,261062
896,5550,GWCS,Gambel's White-crowned Sparrow,Zonotrichia leucophrys gambelii,1B,1B   1   1A   1P,,,,_43,217802
897,5541,EWCS,Eastern White-crowned Sparrow,Zonotrichia leucophrys leucophrys,1B,1B   1   1A,,,,_43,37347
898,5560,NWCS,Nuttall's White-crowned Sparrow,Zonotrichia leucophrys nuttalli,1B,1B   1   1A,,,,_43,13648
899,5546,MWCS,Mountain White-crowned Sparrow,Zonotrichia leucophrys oriantha,1B,1B   1   1A   1P,,,,_43,18933
900,5547,PSWS,Puget Sound White-crowned Sparrow,Zonotrichia leucophrys pugetensis,1B,1B   1   1A,,,,_43,37479
901,5570,GCSP,Golden-crowned Sparrow,Zonotrichia atricapilla,1B   1A,1B   1A   1,,,,_43,101365
902,5530,HASP,Harris's Sparrow,Zonotrichia querula,1A,1A   1B   1D,,,,_43,61019
903,5580,WTSP,White-throated Sparrow,Zonotrichia albicollis,1B,1B   1   1A   1P,,,,_44,1418741
904,5586,ZSHY,Zonotrichia Sparrow Hybrid,Zonotrichia sp.,1B,1B   1A   1P,,,,_43,9
905,5743,SBSP,Sagebrush Sparrow,Artemisiospiza nevadensis,1   1C,1   1C   0   1B,,,,_46,2061
906,5744,BESP,Bell's Sparrow,Artemisiospiza belli,1   1C,1   1C,,,,_46,572
907,5741,SCBS,San Clemente Bell's Sparrow,Artemisiospiza belli belli,1,1,Y,,,_46,4633
908,5740,USSP,Unspecified Sage Sparrow,Artemisiospiza sp.,1   1C,1   1C   0,,,,_46,2082
909,5400,VESP,Vesper Sparrow,Pooecetes gramineus,1B   1   1C,1B   1   1C   1A,British Columbia,,,_46,29371
910,5480,LCSP,LeConte's Sparrow,Ammospiza leconteii,1   1C   0,1   1C   0,,,,_46,3836
911,5500,SESP,Seaside Sparrow,Ammospiza maritima,1B,1B   1   1A,,,,_46,19852
912,5510,DSSP,Dusky Seaside Sparrow,Ammospiza maritima nigrescens,1B,1B,,,,_46,150
913,5511,CSSS,Cape Sable Seaside Sparrow,Ammospiza maritima mirabilis,1B,1B,Y,,,_46,3193
914,5491,NESP,Nelson's Sparrow,Ammospiza nelsoni,1   1B   1C,1   1B   1C   0,,,,_46,5678
915,5490,SALS,Saltmarsh Sparrow,Ammospiza caudacuta,1   1B   1C,1   1B   1C   0,,,,_46,23584
916,5499,STSP,Unidentified Sharp-tailed Sparrow,Ammospiza sp.,1   1B   1C,1   1B   1C   0,,,,_46,3281
917,5450,BAIS,Baird's Sparrow,Centronyx bairdii,1   1C,1   1C   0,,,,_46,3231
918,5470,HESP,Henslow's Sparrow,Centronyx henslowii,0   1C   1,0   1C   1   0A,Ontario   Québec,,,_46,6912
919,5420,SAVS,Savannah Sparrow,Passerculus sandwichensis,1   1C   0,1   1C   0   1B,,,,_46,169183
920,5430,BSSP,Belding's Savannah Sparrow,Passerculus sandwichensis beldingi,1   1C,1   1C,,,,_46,1070
921,5410,IPSP,Ipswich Sparrow,Passerculus sandwichensis princeps,1B   1,1B   1,,,,_46,6026
922,5440,LBSP,Large-billed Sparrow,Passerculus sandwichensis rostratus,1   1C,1   1C,,,,_46,190
923,5810,SOSP,Song Sparrow,Melospiza melodia,1B   1   1C,1B   1   1C   1A   1P,,,,_45,1003319
924,5830,LISP,Lincoln's Sparrow,Melospiza lincolnii,1   0   1C,1   0   1C   1B,,,,_46,228759
925,5840,SWSP,Swamp Sparrow,Melospiza georgiana,1   1C   0,1   1C   0   1B,,,,_46,266379
926,5910,CANT,Canyon Towhee,Melozone fusca,1A   1D   2,1A   1D   2,,,,_46,4459
927,5920,ABTO,Abert's Towhee,Melozone aberti,1A   2   1D,1A   2   1D,,,,_46,5173
928,5911,CALT,California Towhee,Melozone crissalis,2   1A   1D,2   1A   1D,,,,_46,15222
929,5912,ICTO,Inyo California Towhee,Melozone crissalis eremophilus,1D   2   1A,1D   2   1A,Y,,,_46,53
930,5800,RCSP,Rufous-crowned Sparrow,Aimophila ruficeps,1   1C   1B,1   1C   1B,,,,_46,4838
931,5900,GTTO,Green-tailed Towhee,Pipilo chlorurus,1A   1B   1D,1A   1B   1D   1P   2,,,,_46,14890
932,5880,SPTO,Spotted Towhee,Pipilo maculatus,M: 1D   2   1A / F: 1D   1A   2,M: 1D   2   1A / F: 1D   1A   2   1B,,,,_46,83309
933,5870,EATO,Eastern Towhee,Pipilo erythrophthalmus,M: 2   1D   1A / F: 1A   1D   2,M: 2   1D   1A / F: 1A   1D   2,,,,_46,138979
934,5876,URST,Unidentified Rufous-sided Towhee,Pipilo sp.,2   1A   1D,2   1A   1D,,,,_46,11
935,6102,PRTA,Puerto Rican Tanager,Nesospingus speculiferus,1A   1B,1A   1B,,,,_47,298
936,6101,WESP,Western Spindalis,Spindalis zena,1B   1A,1B   1A,,,,_47,3846
937,6105,JAMS,Jamaican Spindalis,Spindalis nigricephala,1B   1A,1B   1A,,,,_47,52
938,6103,HISP,Hispaniolan Spindalis,Spindalis dominicensis,1B   1A,1B   1A,,,,_47,101
939,6104,PRSP,Puerto Rican Spindalis,Spindalis portoricensis,1B   1A,1B   1A,,,,_47,679
940,6830,YBCH,Yellow-breasted Chat,Icteria virens,1B   1A   1D,1B   1A   1D   1P,British Columbia   Ontario,,,_47,68887
941,4970,YHBL,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,M: 2   3   1D / F: 1A   1D   2,M: 2   3   1D / F: 1A   1D   2,,,,_47,114293
942,4940,BOBO,Bobolink,Dolichonyx oryzivorus,M: 1A   1B / F: 1B   1A,M: 1A   1B / F: 1B   1A,Alberta   British Columbia   Manitoba   New Brunswick   Newfoundland and Labrador   Nova Scotia   Ontario   Prince Edward Island   Québec   Saskatchewan,,,_47,37288
943,5010,EAME,Eastern Meadowlark,Sturnella magna,M: 3 / F: 2   3,M: 3 / F: 2   3,New Brunswick   Nova Scotia   Ontario   Québec,,,_47,9348
944,5011,WEME,Western Meadowlark,Sturnella neglecta,M: 3 / F: 2   3,M: 3 / F: 2   3,,,,_47,5098
945,5044,BAHO,Bahama Oriole,Icterus northropi,1A   1D   2,1A   1D   2,,,,_47,66
946,5043,CUOR,Cuban Oriole,Icterus melanopsis,1A   1D   2,1A   1D   2,,,,_47,67
947,5046,HIOR,Hispaniolan Oriole,Icterus dominicensis,1A   1D   2,1A   1D   2,,,,_47,2
948,5045,PROR,Puerto Rican Oriole,Icterus portoricensis,1A   1D   2,1A   1D   2,,,,_47,20
949,5041,BVOR,Black-vented Oriole,Icterus wagleri,2,2,,,,_47,2
950,5042,BCOR,Black-cowled Oriole,Icterus prosthemelas,1A   1D   2,1A   1D   2,,,,_47,12
951,5060,OROR,Orchard Oriole,Icterus spurius,1B,1B   1A,,,,_47,36281
952,5050,HOOR,Hooded Oriole,Icterus cucullatus,1A   1B,1A   1B   1D,,,,_47,2694
953,9166,VETR,Venezuelan Troupial,Icterus icterus,3,3   2   3B,,,,_47,206
954,5051,STRO,Streak-backed Oriole,Icterus pustulatus,1A,1A   1P,,,,_47,664
955,5080,BUOR,Bullock's Oriole,Icterus bullockii,1A   1B   1D,1A   1B   1D   2,,,,_47,20772
956,9169,JAOR,Jamaican Oriole,Icterus leucopteryx,2   1D,2   1D,,,,_47,96
957,5032,SPOO,Spot-breasted Oriole,Icterus pectoralis,2,2,,,,_47,150
958,5031,ALOR,Altamira Oriole,Icterus gularis,3,3   2,,,,_47,200
959,5030,AUOR,Audubon's Oriole,Icterus graduacauda,2,2,,,,_47,200
960,5070,BAOR,Baltimore Oriole,Icterus galbula,1A   1B   1D,1A   1B   1D   2,,,,_47,131126
961,5078,BBOH,Baltimore X Bullock's Oriole Hybrid,Icterus galbula x bullockii,1A,1A,,,,_47,135
962,5040,SCOR,Scott's Oriole,Icterus parisorum,1A,1A,,,,_47,1447
963,4980,RWBL,Red-winged Blackbird,Agelaius phoeniceus,M: 2   1D / F: 1A   1D,M: 2   1D   1A   3 / F: 1A   1D   1B   2,,,,_48,838356
964,5000,TRBL,Tricolored Blackbird,Agelaius tricolor,2   2A   1D,2   2A   1D,,,,_47,168401
965,5001,TSBL,Tawny-shouldered Blackbird,Agelaius humeralis,1B   1A,1B   1A,,,,_47,11
966,5002,YSBL,Yellow-shouldered Blackbird,Agelaius xanthomus,2,2,Y,,,_47,4355
967,4961,SHCO,Shiny Cowbird,Molothrus bonariensis,2   1D   1A,2   1D   1A,,,,_47,4460
968,4960,BROC,Bronzed Cowbird,Molothrus aeneus,M: 2   1D / F: 1A   1D,M: 2   1D   1A / F: 1A   1D   2,,,,_47,2307
969,4950,BHCO,Brown-headed Cowbird,Molothrus ater,M: 1A   1D   2   1B / F: 1B   1A   1D,M: 1A   1D   2   1B / F: 1B   1A   1D,,,,_49,886212
970,5090,RUBL,Rusty Blackbird,Euphagus carolinus,2   1D,M: 2   1D / F: 2   1D   1A,,,,_47,17334
971,5100,BRBL,Brewer's Blackbird,Euphagus cyanocephalus,2   1D,2   1D   1A,,,,_47,20867
972,5110,COGR,Common Grackle,Quiscalus quiscula,M: 3   3B / F: 3   2A,M: 3   3B   2A   3A / F: 3   2A   2   3A   3B,,,,_47,696254
973,5130,BTGR,Boat-tailed Grackle,Quiscalus major,M: 4   3A / F: 3   3B,M: 4   3A / F: 3   3B,,,,_47,17161
974,5120,GTGR,Great-tailed Grackle,Quiscalus mexicanus,M: 4   3A / F: 3   3B,M: 4   3A / F: 3   3B,,,,_47,11095
975,5131,GAGR,Greater Antillean Grackle,Quiscalus niger,3   2,3   2   3B,,,,_47,965
976,6740,OVEN,Ovenbird,Seiurus aurocapilla,1   1C   0,1   1C   0   1B,,,,_50,308835
977,6390,WEWA,Worm-eating Warbler,Helmitheros vermivorum,1C   0   1,1C   0   1   0A,,,,_50,28647
978,6760,LOWA,Louisiana Waterthrush,Parkesia motacilla,1C   1,1C   1   0,Ontario   Québec,,,_50,17772
979,6750,NOWA,Northern Waterthrush,Parkesia noveboracensis,1   0   1C,1   0   1C,,,,_50,206622
980,6420,GWWA,Golden-winged Warbler,Vermivora chrysoptera,0A   0,0A   0,Manitoba   Ontario   Québec,,,_50,16132
981,6410,BWWA,Blue-winged Warbler,Vermivora cyanoptera,0A   0,0A   0,,,,_50,33086
982,6412,BRWA,Brewster's Warbler,Vermivora chrysoptera x cyanoptera,0A   0,0A   0,,,,_50,1088
983,6413,LAWA,Lawrence's Warbler,Vermivora chrysoptera x cyanoptera,0A   0,0A   0,,,,_50,288
984,6416,GBWH,Golden-winged x Blue-winged Warbler Hybrid,Vermivora chrysoptera x cyanoptera,0A   0,0A   0,,,,_50,48
985,6360,BAWW,Black-and-white Warbler,Mniotilta varia,0   0A   1C   1,0   0A   1C   1,,,,_50,173787
986,6370,PROW,Prothonotary Warbler,Protonotaria citrea,0,0   0A   1   1C,Ontario,,,_50,88280
987,6380,SWWA,Swainson's Warbler,Limnothlypis swainsonii,1   1C   0,1   1C   0   0A,,,,_51,7018
988,6470,TEWA,Tennessee Warbler,Leiothlypis peregrina,0A   0,0A   0,,,,_51,338868
989,6460,OCWA,Orange-crowned Warbler,Leiothlypis celata,0   0A,0   0A,,,,_51,251773
990,6471,COLW,Colima Warbler,Leiothlypis crissalis,0   1   1C,0   1   1C,,,,_51,46
991,6430,LUWA,Lucy's Warbler,Leiothlypis luciae,0A   0,0A   0,,,,_51,5429
992,6450,NAWA,Nashville Warbler,Leiothlypis ruficapilla,0A   0,0A   0,,,,_51,244739
993,6440,VIWA,Virginia's Warbler,Leiothlypis virginiae,0A   0,0A   0,,,,_51,7242
994,6780,CONW,Connecticut Warbler,Oporornis agilis,1   0   1C,1   0   1C,,,,_51,13171
995,6821,GCYE,Gray-crowned Yellowthroat,Geothlypis poliocephala,1   1C   1B,1   1C   1B,,,,_52,235
996,6800,MGWA,MacGillivray's Warbler,Geothlypis tolmiei,1C   1   0   0A,1C   1   0   0A,,,,_52,67780
997,6790,MOWA,Mourning Warbler,Geothlypis philadelphia,0   0A   1   1C,0   0A   1   1C,,,,_52,58537
998,6770,KEWA,Kentucky Warbler,Geothlypis formosa,0   1C   1,0   1C   1,,,,_52,37664
999,9145,BAYE,Bahama Yellowthroat,Geothlypis rostrata,1   1C,1   1C   0,,,,_52,266
1000,6810,COYE,Common Yellowthroat,Geothlypis trichas,0   1C   0A   1,0   1C   0A   1,,,,_52,751209
1001,6581,EWWA,Elfin-woods Warbler,Setophaga angelae,0,0,,,,_52,12
