,SPECIES_ID,ALPHA_CODE,SPECIES_NAME,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD,BBL_GRP,COUNT(1)
1,1770,BBWD,Black-bellied Whistling-Duck,Dendrocygna autumnalis,7A   7,7A   7   7B,,,Y,_01,42437
2,1771,WIWD,West Indian Whistling-Duck,Dendrocygna arborea,7B,7B,,,Y,_01,39
3,1780,FUWD,Fulvous Whistling-Duck,Dendrocygna bicolor,7A   7,7A   7   6,,,Y,_01,7042
4,1710,GWFG,Greater White-fronted Goose,Anser albifrons,7B   8,7B   8,,,Y,_01,217817
5,1719,TWFG,Tule White-fronted Goose,Anser albifrons elgasi,8,8,,,Y,_01,1503
6,1760,EMGO,Emperor Goose,Anser canagicus,7B,7B   7,,,Y,_01,12029
7,1690,LSGO,Lesser Snow Goose,Anser caerulescens caerulescens,7B,7B   7,,,Y,_01,708391
8,1691,BLGO,Blue Goose,Anser caerulescens,7B,7B   7,,,Y,_01,308691
9,1695,SBGI,Snow X Blue Goose Intergrade,Anser caerulescens,7B,7B,,,Y,_01,24116
10,1698,BGSG,Blue Greater Snow Goose,Anser caerulescens atlantica,7B,7B,,,Y,_01,454
11,1699,GSGO,Greater Snow Goose,Anser caerulescens atlantica,7B,7B,,,Y,_01,176258
12,1703,SRGH,Snow X Ross's Goose Hybrid,Anser caerulescens x rossii,7B,7B,,,Y,_01,1041
13,1700,ROGO,Ross's Goose,Anser rossii,7B,7B,,,Y,_01,249492
14,1730,ATBR,Atlantic Brant,Branta bernicla hrota,7B   7,7B   7   7A,,,Y,_03,67386
15,1731,BABI,Black X Atlantic Brant Intergrade,Branta bernicla hrota x bernicla nigricans,7A   7   7B,7A   7   7B,,,Y,_03,2142
16,1740,BLBR,Black Brant,Branta bernicla nigricans,7A   7   7B,7A   7   7B,,,Y,_03,165157
17,1750,BRNG,Barnacle Goose,Branta leucopsis,7B,7B,,,,_03,16
18,1722,CACG,Cackling Goose,Branta hutchinsii,7A   7   7B,7A   7   7B,,,Y,_03,56078
19,1721,ACGO,Aleutian Canada Goose,Branta hutchinsii leucopareia,7B   7,7B   7   7A,,,Y,_03,15999
20,1720,CAGO,Canada Goose,Branta canadensis,8,8   8A,,,Y,_02,5008442
21,1723,LCGO,Large Canada Goose,Branta canadensis maxima,8,8   8A,,,Y,_03,620779
22,1729,SCGO,Small Canada Goose,Branta canadensis parvipes,7B   7,7B   7   7D,,,Y,_03,240149
23,1751,HAGO,Hawaiian Goose,Branta sandvicensis,8   7B,8   7B   8A,Y,,,_03,10070
24,1716,OHGO,Other Hybrid Goose,,8   7B,8   7B,,,,_03,60
25,1782,MUSW,Mute Swan,Cygnus olor,9C,9C   9   9A,,,,_03,3234
26,1810,TRUS,Trumpeter Swan,Cygnus buccinator,9C   9,9C   9,,,Y,_03,26777
27,1800,WHSW,Whistling Swan,Cygnus columbianus columbianus,9,9   9C,,,Y,_03,31046
28,1801,BESW,Bewick's Swan,Cygnus columbianus bewickii,9,9,,,,_03,2
29,1790,WHOS,Whooper Swan,Cygnus cygnus,9,9,,,,_03,7
30,1440,WODU,Wood Duck,Aix sponsa,M: 5A   6   5 / F: 5A   5   6,M: 5A   6   5 / F: 5A   5   6,,,Y,_04,2166814
31,1392,GARG,Garganey,Spatula querquedula,4A   4,4A   4,,,Y,_06,6
32,1400,BWTE,Blue-winged Teal,Spatula discors,5   4A,5   4A   4   5A,,,Y,_05,1693424
33,1410,CITE,Cinnamon Teal,Spatula cyanoptera,5   4A,5   4A   4   5A,,,Y,_06,48935
34,1420,NSHO,Northern Shoveler,Spatula clypeata,5   6   5A,5   6   5A,,,Y,_06,37436
35,1350,GADW,Gadwall,Mareca strepera,6,6   5A   7A,,,Y,_06,170078
36,1360,EUWI,Eurasian Wigeon,Mareca penelope,6,6,,,Y,_06,47
37,1370,AMWI,American Wigeon,Mareca americana,6,6   5A   7A,,,Y,_06,176237
38,1322,LADU,Laysan Duck,Anas laysanensis,5   5A   6,5   5A   6,Y,,,_09,3119
39,1321,HAWD,Hawaiian Duck,Anas wyvilliana,6   7A,6   7A   5,Y,,,_09,2012
40,1320,MALL,Mallard,Anas platyrhynchos,7A   7,7A   7   6   7B,,,Y,_08,7651729
41,1337,ABDX,American Black Duck Dominant X Mallard Hybrid,Anas rubripes x platyrhynchos,7A,7A   7,,,Y,_09,5741
42,1325,MBDX,Mallard X American Black Duck Intermediate,Anas platyrhynchos x rubripes,7A,7A   7,,,Y,_09,500
43,1326,MBDH,Mallard X American Black Duck Hybrid,Anas platyrhynchos x rubripes,7A,7A   7,,,Y,_09,28359
44,1327,MALX,Mallard Dominant X American Black Duck Hybrid,Anas platyrhynchos x rubripes,7A,7A   7,,,Y,_09,1167
45,1323,MHDH,Mallard X Hawaiian Duck Hybrid,Anas platyrhynchos x wyvilliana,7A   6,7A   6,,,Y,_09,115
46,1331,MEDU,Mexican Duck,Anas diazi,7A,7A,,,,_09,852
47,1330,ABDU,American Black Duck,Anas rubripes,7A,7A   7,,,Y,_09,936305
48,1340,MODU,Mottled Duck,Anas fulvigula,7A,7A   7,,,Y,_09,152224
49,1431,WHIP,White-cheeked Pintail,Anas bahamensis,5   5A,5   5A   6,,,Y,_09,680
50,1430,NOPI,Northern Pintail,Anas acuta,6,6   5A   7A,,,Y,_07,1038286
51,1390,AGWT,Green-winged Teal,Anas crecca,4   4A,4   4A   5,,,Y,_09,501574
52,1380,EGWT,European Green-winged Teal,Anas crecca crecca,4   4A,4   4A   5,,,Y,_09,1526
53,1401,UNTE,Unidentified Teal,Anas sp. or Spatula sp.,5   4A,5   4A   4,,,Y,_09,35038
54,1470,CANV,Canvasback,Aythya valisineria,7A,7A   6   7,,,Y,_10,157386
55,1460,REDH,Redhead,Aythya americana,6   7A,6   7A,,,Y,_10,294788
56,1500,RNDU,Ring-necked Duck,Aythya collaris,6   5A,6   5A   5,,,Y,_10,159788
57,1491,TUDU,Tufted Duck,Aythya fuligula,5,5,,,Y,_10,2
58,1480,GRSC,Greater Scaup,Aythya marila,6   5A   5,6   5A   5,,,Y,_10,43867
59,1490,LESC,Lesser Scaup,Aythya affinis,6   5A   5,6   5A   5,,,Y,_10,330111
60,1570,STEI,Steller's Eider,Polysticta stelleri,7A   6,7A   6,Y,,,_10,69890
61,1580,SPEI,Spectacled Eider,Somateria fischeri,7A   6,7A   6,Y,,,_10,4316
62,1620,KIEI,King Eider,Somateria spectabilis,7A   6   7   7B,7A   6   7   7B,,,Y,_10,5465
63,1590,COEI,Common Eider,Somateria mollissima,M: 7B   7   7A / F: 7A   7   7B,M: 7B   7   7A / F: 7A   7   7B,,,Y,_10,102720
64,1550,HARD,Harlequin Duck,Histrionicus histrionicus,5   5A,5   5A   6,,,Y,_10,14001
65,1660,SUSC,Surf Scoter,Melanitta perspicillata,7A,7A,,,Y,_10,9886
66,1650,WWSC,White-winged Scoter,Melanitta deglandi,7A   7,7A   7   7B,,,Y,_10,10646
67,1630,BLSC,Black Scoter,Melanitta americana,7A,7A,,,Y,_10,1287
68,1540,LTDU,Long-tailed Duck,Clangula hyemalis,6   5A   5,6   5A   5,,,Y,_10,6245
69,1530,BUFF,Bufflehead,Bucephala albeola,5   5A,5   5A   6,,,Y,_10,20776
70,1510,COGO,Common Goldeneye,Bucephala clangula,6   7A,6   7A,,,Y,_10,26875
71,1520,BAGO,Barrow's Goldeneye,Bucephala islandica,7A   6,7A   6,,,Y,_10,12649
72,1310,HOME,Hooded Merganser,Lophodytes cucullatus,5   5A   6,5   5A   6,,,Y,_10,23459
73,1290,COME,Common Merganser,Mergus merganser,7A   7,7A   7   7V,,,Y,_10,3694
74,1300,RBME,Red-breasted Merganser,Mergus serrator,6   7A,6   7A,,,Y,_10,1188
75,1680,MADU,Masked Duck,Nomonyx dominicus,5,5,,,Y,_10,1
76,1670,RUDU,Ruddy Duck,Oxyura jamaicensis,M: 7A   6 / F: 6   7A,M: 7A   6   5A / F: 6   7A   5A,,,Y,_10,12691
77,1436,OHDU,Other Hybrid Duck,,7A   6   5A   5,7A   6   5A   5,,,Y,_10,638
78,8600,MIME,Micronesian Megapode,Megapodius laperouse,6,6,Y,,,_10,50
79,1820,AMFL,American Flamingo,Phoenicopterus ruber,8   8A,8   8A   9,,,,_10,5382
80,50,LEGR,Least Grebe,Tachybaptus dominicus,4,4,,,,_10,2
81,60,PBGR,Pied-billed Grebe,Podilymbus podiceps,5   6   5A,5   6   5A,,,,_10,2090
82,30,HOGR,Horned Grebe,Podiceps auritus,6   5   5A,6   5   5A,Quebec,,,_10,3550
83,20,RNGR,Red-necked Grebe,Podiceps grisegena,7A   7   7B,7A   7   7B,,,,_10,583
84,40,EAGR,Eared Grebe,Podiceps nigricollis,5   5A,5   5A   6,,,,_10,13584
85,10,WEGR,Western Grebe,Aechmophorus occidentalis,7B   7   7A,7B   7   7A,,,,_10,4613
86,12,WCGR,Western/Clark's Grebe,Aechmophorus sp.,7A   7B,7A   7B,,,,_10,4
87,11,CLGR,Clark's Grebe,Aechmophorus clarkii,7A   7   7B,7A   7   7B,,,,_10,555
88,3141,SNPI,Scaly-naped Pigeon,Patagioenas squamosa,5,5,,,Y,_11,201
89,3140,WCPI,White-crowned Pigeon,Patagioenas leucocephala,4   4A,4   4A   3A,,,Y,_11,22298
90,3130,RBPI,Red-billed Pigeon,Patagioenas flavirostris,5,5,,,,_11,12
91,3121,PLPI,Plain Pigeon,Patagioenas inornata,5,5,Y,,,_11,10
92,3120,BTPI,Band-tailed Pigeon,Patagioenas fasciata,5   5A,5   5A,,,Y,_11,113890
93,3158,PHTD,Philippine Turtle-Dove,Streptopelia bitorquata,4   3A,4   3A   3B,,,,_11,56
94,3152,AFCD,African Collared-Dove,Streptopelia roseogrisea,4   4A,4   4A   3A,,,,_11,133
95,3159,ECDO,Eurasian Collared-Dove,Streptopelia decaocto,4A   4,4A   4   3A,,,,_11,2263
96,3151,SPDO,Spotted Dove,Streptopelia chinensis,3A   4,3A   4   3B,,,,_11,2244
97,8780,SHGD,Shy Ground Dove,Alopecoenas stairi,3A   4,3A   4,Y,,,_11,28
98,3154,WTGD,White-throated Ground Dove,Alopecoenas xanthonurus,4   3A,4   3A,,,,_11,153
99,3153,ZEBD,Zebra Dove,Geopelia striata,3   2,3   2,,,,_11,922
100,3210,INDO,Inca Dove,Columbina inca,2   3,2   3   1D,,,,_11,17100
101,3200,COGD,Common Ground Dove,Columbina passerina,2   1D,2   1D   1A,,,,_11,23485
102,3201,RUGD,Ruddy Ground Dove,Columbina talpacoti,2,2,,,,_11,952
103,3221,RUQD,Ruddy Quail-Dove,Geotrygon montana,3A   4   3B,3A   4   3B   3,,,,_11,505
104,3220,KWQD,Key West Quail-Dove,Geotrygon chrysia,3A   4,3A   4   3B,,,,_11,212
105,3222,BRQD,Bridled Quail-Dove,Geotrygon mystacea,3A   4,3A   4,,,,_11,90
106,3180,WTDO,White-tipped Dove,Leptotila verreauxi,3A   4   3B,3A   4   3B,,,Y,_11,2009
107,3181,CADO,Caribbean Dove,Leptotila jamaicensis,3A,3A,,,,_11,58
108,3190,WWDO,White-winged Dove,Zenaida asiatica,4   3A,4   3A   4A,,,Y,_11,400511
109,3170,ZEND,Zenaida Dove,Zenaida aurita,4   3A,4   3A   3B   4A,,,Y,_11,5330
110,3161,EADO,Eared Dove,Zenaida auriculata,3A,3A,,,Y,_11,1
111,3160,MODO,Mourning Dove,Zenaida macroura,3A   3B,3A   3B   3   4,,,Y,_12,2625146
112,8760,MCFD,Many-colored Fruit Dove,Ptilinopus perousii,3A   3B,3A   3B   4,,,,_11,4
113,8620,PCFD,Purple-capped Fruit Dove,Ptilinopus porphyraceus,3A   4,3A   4   3B,,,,_11,106
114,3155,MAFD,Mariana Fruit Dove,Ptilinopus roseicapilla,3A   3B,3A   3B,,,,_11,83
115,8770,PAPI,Pacific Pigeon,Ducula pacifica,6,6,,,,_11,8
116,3830,SBAN,Smooth-billed Ani,Crotophaga ani,3A   4,3A   4,,,,_13,933
117,3840,GBAN,Groove-billed Ani,Crotophaga sulcirostris,3A   3B   3,3A   3B   3   4,,,,_13,443
118,3850,GRRO,Greater Roadrunner,Geococcyx californianus,5,5   4   4A,,,,_13,631
119,3870,YBCU,Yellow-billed Cuckoo,Coccyzus americanus,2   3,2   3,,,,_13,14060
120,3871,WYBC,Western Yellow-billed Cuckoo,Coccyzus americanus,2   3,2   3,Y,,,_13,965
121,3860,MACU,Mangrove Cuckoo,Coccyzus minor,2   3   3B,2   3   3B,,,,_13,294
122,3880,BBCU,Black-billed Cuckoo,Coccyzus erythropthalmus,2   3,2   3,,,,_13,9302
123,3851,PRLC,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,3B   3   3A,3B   3   3A,,,,_13,247
124,8750,LTCU,Long-tailed Cuckoo,Eudynamys taitensis,3   3B   3A,3   3B   3A,,,,_13,1
125,4210,LENI,Lesser Nighthawk,Chordeiles acutipennis,1D   1A   2,1D   1A   2,,,,_13,264
126,4200,CONI,Common Nighthawk,Chordeiles minor,1D   2   1A,1D   2   1A,Alberta   British Columbia   Manitoba   New Brunswick   Newfoundland and Labrador   Nova Scotia   Ontario   Prince Edward Island   Quebec   Saskatchewan   Yukon Territory   Northwest Territories   Nunavut,,,_13,4343
127,4190,COPA,Common Pauraque,Nyctidromus albicollis,2   1D,2   1D   1A,,,,_13,167
128,4180,COPO,Common Poorwill,Phalaenoptilus nuttallii,1A   1D   2,1A   1D   2   1B,,,,_13,945
129,4160,CWWI,Chuck-will's-widow,Antrostomus carolinensis,3,3,,,,_13,957
130,4161,BCNI,Buff-collared Nightjar,Antrostomus ridgwayi,2,2,,,,_13,3
131,4170,EWPW,Eastern Whip-poor-will,Antrostomus vociferus,1D   2   1A,1D   2   1A,Manitoba   New Brunswick   Nova Scotia   Ontario   Quebec   Saskatchewan,,,_13,3422
132,4172,MWPW,Mexican Whip-poor-will,Antrostomus arizonae,1D   1A   2,1D   1A   2,,,,_13,15
133,4171,PRNI,Puerto Rican Nightjar,Antrostomus noctitherus,1D   1A   2,1D   1A   2,Y,,,_13,5
134,4220,BLSW,Black Swift,Cypseloides niger,1A   1B,1A   1B,Alberta   British Columbia,,,_13,459
135,4230,CHSW,Chimney Swift,Chaetura pelagica,1B   1,1B   1   1A,Manitoba   New Brunswick   Nova Scotia   Ontario   Québec   Saskatchewan,,,_13,35015
136,4240,VASW,Vaux's Swift,Chaetura vauxi,1,1,,,,_13,1311
137,8610,WRSW,White-rumped Swiftlet,Aerodramus spodiopygius,0   1   1C,0   1   1C,,,,_13,96
138,4250,WTSW,White-throated Swift,Aeronautes saxatalis,2,2,,,,_13,245
139,4271,GVIO,Green Violetear,Colibri thalassinus,X,X,,,,_13,229
140,4366,GREM,Green-breasted Mango,Anthracothorax prevostii,X,X,,,,_13,4
141,9067,PRMA,Puerto Rican Mango,Anthracothorax dominicus,X,X,,,,_13,42
142,4362,GRMA,Green Mango,Anthracothorax viridis,X,X,,,,_13,25
143,4361,JAMA,Jamaican Mango,Anthracothorax mango,X,X,,,,_13,65
144,4363,GTCA,Green-throated Carib,Eulampis holosericeus,X,X,,,,_13,105
145,4260,RIHU,Rivoli's Hummingbird,Eugenes fulgens,X,X,,,,_13,7655
146,4261,PCST,Plain-capped Starthroat,Heliomaster constantii,X,X,,,,_13,4
147,4270,BLUH,Blue-throated Hummingbird,Lampornis clemenciae,X,X,,,,_13,1398
148,4370,LUHU,Lucifer Hummingbird,Calothorax lucifer,X,X,,,,_13,1047
149,4280,RTHU,Ruby-throated Hummingbird,Archilochus colubris,X,X,,,,_13,473955
150,4290,BCHU,Black-chinned Hummingbird,Archilochus alexandri,X,X,,,,_13,182915
151,4371,BAWO,Bahama Woodstar,Nesophlox evelynae,X,X,,,,_13,1
152,4310,ANHU,Anna's Hummingbird,Calypte anna,X,X,,,,_13,59244
153,4300,COHU,Costa's Hummingbird,Calypte costae,X,X,,,,_13,8923
154,4360,CAHU,Calliope Hummingbird,Selasphorus calliope,X,X,,,,_13,62138
155,4330,RUHU,Rufous Hummingbird,Selasphorus rufus,X,X,,,,_13,139252
156,4340,ALHU,Allen's Hummingbird,Selasphorus sasin,X,X,,,,_13,7557
157,4320,BTLH,Broad-tailed Hummingbird,Selasphorus platycercus,X,X,,,,_13,60782
158,4350,BUHU,Bumblebee Hummingbird,Selasphorus heloisa,X,X,,,,_13,75
159,4410,BBLH,Broad-billed Hummingbird,Cynanthus latirostris,X,X,,,,_13,14962
160,4402,PREM,Puerto Rican Emerald,Chlorostilbon maugaeus,X,X,,,,_13,45
161,4364,ACHU,Antillean Crested Hummingbird,Orthorhyncus cristatus,X,X,,,,_13,63
162,9071,STTL,Streamertail,Trochilus polytmus,X,X,,,,_13,603
163,4391,VCHU,Violet-crowned Hummingbird,Leucolia violiceps,X,X,,,,_13,297
164,4381,BEHU,Berylline Hummingbird,Saucerottia beryllina,X,X,,,,_13,276
165,4390,BUFH,Buff-bellied Hummingbird,Amazilia yucatanensis,X,X,,,,_13,3656
166,4380,RUFH,Rufous-tailed Hummingbird,Amazilia tzacatl,X,X,,,,_13,471
167,4401,WEHU,White-eared Hummingbird,Hylocharis leucotis,X,X,,,,_13,346
168,4408,HYHU,Hybrid Hummingbird,,X,X,,,,_13,239
169,4409,UNHU,Unidentified Hummingbird,,X,X,,,,_13,814
170,2111,CRRA,California Ridgway's Rail,Rallus obsoletus obsoletus,5,5   4A   5A,Y,,,_14,519
171,2112,LFRR,Light-footed Ridgway's Rail,Rallus obsoletus levipes,5,5   4A   5A,Y,,,_14,769
172,2113,YRRA,Yuma Ridgway's Rail,Rallus obsoletus yumanensis,5,5   4A   5A,Y,,,_14,575
173,2080,KIRA,King Rail,Rallus elegans,5,5   4A   5A,Ontario,,Y,_14,785
174,2110,CLRA,Clapper Rail,Rallus longirostris,5   4A,5   4A   5A,,,Y,_14,11313
175,2120,VIRA,Virginia Rail,Rallus limicola,2   3   2A,2   3   2A   3B,,,Y,_14,6854
176,2161,BBRA,Buff-banded Rail,Gallirallus philippensis,4,4,,,Y,_14,4
177,2140,SORA,Sora,Porzana carolina,2   2A   3,2   2A   3,,,Y,_14,9859
178,2190,COGA,Common Gallinule,Gallinula galeata,5A   6   5,5A   6   5,,,Y,_14,4095
179,2191,HAGA,Hawaiian Gallinule,Gallinula galeata sandvicensis,5   6,5   6,Y,,,_14,541
180,2201,HACO,Hawaiian Coot,Fulica alai,6   5A   5,6   5A   5,Y,,,_14,791
181,2210,AMCO,American Coot,Fulica americana,6   5A   5,6   5A   5,,,Y,_14,79861
182,2180,PUGA,Purple Gallinule,Porphyrio martinicus,4   4A   5,4   4A   5,,,Y,_14,317
183,2150,YERA,Yellow Rail,Coturnicops noveboracensis,2   1D,2   1D   1A,,,,_14,2183
184,2160,BLRA,Black Rail,Laterallus jamaicensis,1D   1A   2,1D   1A   2,,,,_14,744
185,2163,EBRA,Eastern Black Rail,Laterallus jamaicensis jamaicensis,1D   1A   2,1D   1A   2,Y,,Y,_14,3
186,2070,LIMP,Limpkin,Aramus guarauna,7A   6,7A   6,,,,_14,131
187,2060,SACR,Sandhill Crane,Antigone canadensis,8   8A   9,8   8A   9,,,Y,_14,17130
188,2061,MSCR,Mississippi Sandhill Crane,Antigone canadensis pulla,8   8A,8   8A,Y,,,_14,708
189,2040,WHCR,Whooping Crane,Grus americana,9   9V,9   9V,Y,,,_14,2100
190,8543,SNSH,Snowy Sheathbill,Chionis albus,7A   6,7A   6,,,,_14,545
191,2262,BWST,Black-winged Stilt,Himantopus himantopus,4,4   3A   4A,,,,_14,1
192,2260,BNST,Black-necked Stilt,Himantopus mexicanus,3A   4   4A,3A   4   4A   3B,,,,_14,4099
193,2261,HAST,Hawaiian Stilt,Himantopus mexicanus knudseni,4   3A   4A,4   3A   4A,Y,,,_14,1444
194,2250,AMAV,American Avocet,Recurvirostra americana,4   4A,4   4A   5,,,,_14,8726
195,2860,AMOY,American Oystercatcher,Haematopus palliatus,5A   5   6,5A   5   6,,,,_14,10214
196,2870,BLOY,Black Oystercatcher,Haematopus bachmani,5   5A,5   5A   6,,,,_14,2219
197,2700,BBPL,Black-bellied Plover,Pluvialis squatarola,3   3B   3A,3   3B   3A,,,,_14,2244
198,2720,AMGP,American Golden-Plover,Pluvialis dominica,3   2A   2,3   2A   2   3B,,,,_14,1851
199,2721,PAGP,Pacific Golden-Plover,Pluvialis fulva,3   2A   2,3   2A   2   3B,,,,_14,2569
200,2729,LEGP,Lesser Golden-Plover,Pluvialus dominica/ P. fulva,3   2A   2,3   2A   2   3B,,,,_14,533
201,2730,KILL,Killdeer,Charadrius vociferus,2   2A   1D,2   2A   1D   1A   3,,,,_14,15782
202,2750,CRPL,Common Ringed Plover,Charadrius hiaticula,1A   1B,1A   1B,,,,_14,109
203,2740,SEPL,Semipalmated Plover,Charadrius semipalmatus,1A   1B   1D,1A   1B   1D   1   1P,,,,_14,15942
204,2770,PIPL,Piping Plover,Charadrius melodus,1A   1B,1A   1B,Y,,,_14,24835
205,2790,LRSP,Lesser Sand-Plover,Charadrius mongolus,3,3,,,,_14,2
206,2800,WIPL,Wilson's Plover,Charadrius wilsonia,1D   1A   2,1D   1A   2,,,,_14,3204
207,2810,MOPL,Mountain Plover,Charadrius montanus,2   3,2   3   2A   3A   3B,Alberta   Saskatchewan,,,_14,6933
208,2780,SNPL,Snowy Plover,Charadrius nivosus,1P,1P   1A   1B,,,,_14,7264
209,2781,WSPL,Western Snowy Plover,Charadrius nivosus nivosus,1P,1P   1A   1B,Y,,,_14,32551
210,2880,NOJA,Northern Jacana,Jacana spinosa,3A,3A   3B   4,,,,_14,246
211,2610,UPSA,Upland Sandpiper,Bartramia longicauda,3   2A,3   2A,,,,_14,2082
212,2680,BTCU,Bristle-thighed Curlew,Numenius tahitiensis,4A   5,4A   5   4,,,,_14,1275
213,2650,WHIM,Whimbrel,Numenius phaeopus,4   4A,4   4A,,,,_14,1304
214,2640,LBCU,Long-billed Curlew,Numenius americanus,5   4A   5A,5   4A   5A   4   6,,,,_14,1401
215,2500,BARG,Bar-tailed Godwit,Limosa lapponica,M: 4 / F: 4A,M: 4 / F: 4A,,,,_14,253
216,2510,HUGO,Hudsonian Godwit,Limosa haemastica,3A,3A   3B   4,,,,_14,1483
217,2490,MAGO,Marbled Godwit,Limosa fedoa,4,4   4A,,,,_14,1216
218,2830,RUTU,Ruddy Turnstone,Arenaria interpres,2A   2   3,2A   2   3   3B,,,,_14,58494
219,2840,BLTU,Black Turnstone,Arenaria melanocephala,2A   2,2A   2   3,,,,_14,681
220,2340,REKN,Red Knot,Calidris canutus,2   2A,2   2A   3   3A   3B,British Columbia   Yukon Territory   Northwest Territories,,,_14,2655
221,2341,RRKN,Rufa Red Knot,Calidris canutus rufa,2   2A,2   2A   3,Y,,,_14,46313
222,2820,SURF,Surfbird,Calidris virgata,2A   3   2,2A   3   2,,,,_14,198
223,2600,RUFF,Ruff,Calidris pugnax,3   2A,3   2A   2,,,,_14,1
224,2380,SHAS,Sharp-tailed Sandpiper,Calidris acuminata,1A   1D,1A   1D   2,,,,_14,775
225,2330,STSA,Stilt Sandpiper,Calidris himantopus,1A   1D,1A   1D   1B   2,,,,_14,9008
226,2440,CUSA,Curlew Sandpiper,Calidris ferruginea,1A,1A,,,,_14,23
227,2423,LTST,Long-toed Stint,Calidris subminuta,1   1B,1   1B,,,,_14,6
228,2422,RNST,Red-necked Stint,Calidris ruficollis,1   1B   1C,1   1B   1C,,,,_14,1
229,2480,SAND,Sanderling,Calidris alba,1A   1D,1A   1D   1B   2,,,,_14,37917
230,2430,DUNL,Dunlin,Calidris alpina,1A   1B   1D,1A   1B   1D   2,,,,_14,40386
231,2360,ROSA,Rock Sandpiper,Calidris ptilocnemis,2   1D,2   1D   1A,,,,_14,2220
232,2350,PUSA,Purple Sandpiper,Calidris maritima,1A   1D   2,1A   1D   2,,,,_14,716
233,2410,BASA,Baird's Sandpiper,Calidris bairdii,1B   1A,1B   1A,,,,_14,1994
234,2420,LESA,Least Sandpiper,Calidris minutilla,1   1B   1C,1   1B   1C   0,,,,_14,69630
235,2400,WRSA,White-rumped Sandpiper,Calidris fuscicollis,1A   1B,1A   1B   1,,,,_14,16190
236,2620,BBSA,Buff-breasted Sandpiper,Calidris  subruficollis,1A,1A,,,,_14,1479
237,2390,PESA,Pectoral Sandpiper,Calidris melanotos,1A   1D   2,1A   1D   2   1B   2A,,,,_14,16240
238,2460,SESA,Semipalmated Sandpiper,Calidris pusilla,1B   1,1B   1   0   1A   1C,,,,_14,289869
239,2470,WESA,Western Sandpiper,Calidris mauri,1B   1,1B   1   0   1A   1C,,,,_14,102158
240,2310,SBDO,Short-billed Dowitcher,Limnodromus griseus,2   2A,2   2A   3,,,,_14,10737
241,2320,LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,2   2A,2   2A   3,,,,_14,4463
242,2280,AMWO,American Woodcock,Scolopax minor,3,3   3A   3B,,,Y,_14,140476
243,2301,PTSN,Pin-tailed Snipe,Gallinago stenura,3,3,,,Y,_14,1
244,2290,COSN,Common Snipe,Gallinago gallinago,3   3B,3   3B,,,,_14,17
245,2300,WISN,Wilson's Snipe,Gallinago delicata,3   3B   3A   2,3   3B   3A   2,,,Y,_14,16148
246,2302,SWSN,Swinhoe's Snipe,Gallinago megala,3,3,,,Y,_14,5
247,2631,COSA,Common Sandpiper,Actitis hypoleucos,1B   1A,1B   1A,,,,_14,6
248,2630,SPSA,Spotted Sandpiper,Actitis macularius,1B   1A,1B   1A   1D,,,,_14,12312
249,2560,SOSA,Solitary Sandpiper,Tringa solitaria,1A   1D   2,1A   1D   2   1B,,,,_14,3242
250,2591,GTTA,Gray-tailed Tattler,Tringa brevipes,3   2   2A,3   2   2A,,,,_14,33
251,2590,WATA,Wandering Tattler,Tringa incana,3   2   2A,3   2   2A,,,,_14,227
252,2550,LEYE,Lesser Yellowlegs,Tringa flavipes,2   2A,2   2A   1D   3,,,,_14,7077
253,2580,WILL,Willet,Tringa semipalmata,4   4A   3A,4   4A   3A   5,,,,_14,2523
254,2532,CGRE,Common Greenshank,Tringa nebularia,3   3B   3A,3   3B   3A,,,,_14,4
255,2540,GRYE,Greater Yellowlegs,Tringa melanoleuca,3   3B,3   3B   2A   3A,,,,_14,733
256,2561,WOSA,Wood Sandpiper,Tringa glareola,3   2   1D   1A,3   2   1D   1A,,,,_14,24
257,2562,MASA,Marsh Sandpiper,Tringa stagnatilis,3   2   1D,3   2   1D,,,,_14,5
258,2240,WIPH,Wilson's Phalarope,Phalaropus tricolor,1D   1A   2,1D   1A   2   1B,,,,_14,2621
259,2230,RNPH,Red-necked Phalarope,Phalaropus lobatus,1B,1B   1   1A,,,,_14,6023
260,2220,REPH,Red Phalarope,Phalaropus fulicarius,1A,1A   1B,,,,_14,7872
261,352,SPSK,South Polar Skua,Stercorarius maccormicki,7A   7B,7A   7B,,,,_14,16434
262,8554,BRSK,Brown Skua,Stercorarius antarcticus,7B   7A,7B   7A,,,,_14,2689
263,8552,HYSK,Hybrid Skua,Stercorarius sp.,7B   7A,7B   7A,,,,_14,173
264,360,POJA,Pomarine Jaeger,Stercorarius pomarinus,5,5,,,,_14,72
265,370,PAJA,Parasitic Jaeger,Stercorarius parasiticus,3A   4   4A,3A   4   4A,,,,_14,245
266,380,LTJA,Long-tailed Jaeger,Stercorarius longicaudus,4   4A,4   4A,,,,_14,970
267,340,DOVE,Dovekie,Alle alle,3   2A,3   2A   2,,,,_14,83
268,300,COMU,Common Murre,Uria aalge,6M   6,6M   6,,,,_14,34863
269,310,TBMU,Thick-billed Murre,Uria lomvia,6M   5R   6   5,6M   5R   6   5,,,,_14,84668
